Date, Time, mavlink_terrain_report_t.current_height, mavlink_gps_raw_int_t.lat, mavlink_gps_raw_int_t.lon, mavlink_attitude_t.yaw, mavlink_attitude_t.roll, mavlink_attitude_t.pitch
2018-09-25, 3:37:51 , -6.245842, 492573166, -1232430820, 1.641504, -0.003636996, -0.01136112
2018-09-25, 3:37:52 , -6.295605, 492573166, -1232430820, 1.641504, -0.003636996, -0.01136112
2018-09-25, 3:37:52 , -6.295605, 492573166, -1232430820, 1.641548, -0.003994128, -0.01120977
2018-09-25, 3:37:52 , -6.295605, 492573166, -1232430820, 1.64168, -0.00442527, -0.01102642
2018-09-25, 3:37:52 , -6.295605, 492573197, -1232430853, 1.64168, -0.00442527, -0.01102642
2018-09-25, 3:37:52 , -6.306063, 492573197, -1232430853, 1.64168, -0.00442527, -0.01102642
2018-09-25, 3:37:52 , -6.306063, 492573197, -1232430853, 1.641692, -0.005016075, -0.01064576
2018-09-25, 3:37:52 , -6.306063, 492573197, -1232430853, 1.641642, -0.005704198, -0.0102506
2018-09-25, 3:37:53 , -6.306063, 492573199, -1232430860, 1.641642, -0.005704198, -0.0102506
2018-09-25, 3:37:53 , -6.297009, 492573199, -1232430860, 1.641642, -0.005704198, -0.0102506
2018-09-25, 3:37:53 , -6.297009, 492573199, -1232430860, 1.641495, -0.00617603, -0.009934886
2018-09-25, 3:37:53 , -6.297009, 492573199, -1232430860, 1.641345, -0.006651406, -0.009739167
2018-09-25, 3:37:53 , -6.297009, 492573219, -1232430864, 1.641345, -0.006651406, -0.009739167
2018-09-25, 3:37:53 , -6.277886, 492573219, -1232430864, 1.641345, -0.006651406, -0.009739167
2018-09-25, 3:37:53 , -6.277886, 492573219, -1232430864, 1.641291, -0.0067096, -0.009872405
2018-09-25, 3:37:54 , -6.277886, 492573219, -1232430864, 1.641292, -0.006552661, -0.01053601
2018-09-25, 3:37:54 , -6.277886, 492573213, -1232430846, 1.641292, -0.006552661, -0.01053601
2018-09-25, 3:37:54 , -6.278657, 492573213, -1232430846, 1.641292, -0.006552661, -0.01053601
2018-09-25, 3:37:54 , -6.278657, 492573213, -1232430846, 1.641342, -0.006410033, -0.01100144
2018-09-25, 3:37:54 , -6.278657, 492573226, -1232430899, 1.641342, -0.006410033, -0.01100144
2018-09-25, 3:37:55 , -6.258886, 492573226, -1232430899, 1.641342, -0.006410033, -0.01100144
2018-09-25, 3:37:55 , -6.258886, 492573226, -1232430899, 1.641122, -0.006324823, -0.0102104
2018-09-25, 3:37:55 , -6.258886, 492573226, -1232430899, 1.641323, -0.006130679, -0.00985039
2018-09-25, 3:37:55 , -6.258886, 492573233, -1232430912, 1.641323, -0.006130679, -0.00985039
2018-09-25, 3:37:55 , -6.238962, 492573233, -1232430912, 1.641323, -0.006130679, -0.00985039
2018-09-25, 3:37:55 , -6.238962, 492573233, -1232430912, 1.641441, -0.006067624, -0.009864301
2018-09-25, 3:37:55 , -6.238962, 492573233, -1232430933, 1.641441, -0.006067624, -0.009864301
2018-09-25, 3:37:56 , -6.219283, 492573233, -1232430933, 1.641441, -0.006067624, -0.009864301
2018-09-25, 3:37:56 , -6.219283, 492573233, -1232430933, 1.641559, -0.006382788, -0.009783038
2018-09-25, 3:37:56 , -6.219283, 492573233, -1232430933, 1.641785, -0.006844696, -0.009510128
2018-09-25, 3:37:56 , -6.219283, 492573263, -1232430974, 1.641785, -0.006844696, -0.009510128
2018-09-25, 3:37:56 , -6.2, 492573263, -1232430974, 1.641785, -0.006844696, -0.009510128
2018-09-25, 3:37:57 , -6.2, 492573263, -1232430974, 1.641811, -0.006798859, -0.009574248
2018-09-25, 3:37:57 , -6.2, 492573263, -1232430974, 1.64169, -0.006447224, -0.009773382
2018-09-25, 3:37:57 , -6.2, 492573267, -1232430998, 1.64169, -0.006447224, -0.009773382
2018-09-25, 3:37:57 , -6.190191, 492573267, -1232430998, 1.64169, -0.006447224, -0.009773382
2018-09-25, 3:37:57 , -6.190191, 492573267, -1232430998, 1.641781, -0.006587841, -0.00982237
2018-09-25, 3:37:57 , -6.190191, 492573265, -1232431000, 1.641781, -0.006587841, -0.00982237
2018-09-25, 3:37:58 , -6.160793, 492573265, -1232431000, 1.641781, -0.006587841, -0.00982237
2018-09-25, 3:37:58 , -6.160793, 492573265, -1232431000, 1.641854, -0.006383236, -0.009983565
2018-09-25, 3:37:58 , -6.160793, 492573265, -1232431000, 1.641805, -0.004845862, -0.01066435
2018-09-25, 3:37:58 , -6.160793, 492573221, -1232430993, 1.641805, -0.004845862, -0.01066435
2018-09-25, 3:37:58 , -6.129344, 492573221, -1232430993, 1.641805, -0.004845862, -0.01066435
2018-09-25, 3:37:58 , -6.129344, 492573221, -1232430993, 1.641812, -0.003873097, -0.01129992
2018-09-25, 3:37:59 , -6.129344, 492573243, -1232430998, 1.641812, -0.003873097, -0.01129992
2018-09-25, 3:37:59 , -6.09839, 492573243, -1232430998, 1.641812, -0.003873097, -0.01129992
2018-09-25, 3:37:59 , -6.09839, 492573243, -1232430998, 1.641779, -0.003447957, -0.01182519
2018-09-25, 3:37:59 , -6.09839, 492573243, -1232430998, 1.641928, -0.003280255, -0.01228194
2018-09-25, 3:37:59 , -6.09839, 492573213, -1232430938, 1.641928, -0.003280255, -0.01228194
2018-09-25, 3:38:00 , -6.08823, 492573213, -1232430938, 1.641928, -0.003280255, -0.01228194
2018-09-25, 3:38:00 , -6.08823, 492573213, -1232430938, 1.642099, -0.003104248, -0.01271365
2018-09-25, 3:38:00 , -6.08823, 492573213, -1232430938, 1.642358, -0.00268663, -0.01341067
2018-09-25, 3:38:00 , -6.08823, 492573208, -1232430910, 1.642358, -0.00268663, -0.01341067
2018-09-25, 3:38:00 , -6.0481, 492573208, -1232430910, 1.642358, -0.00268663, -0.01341067
2018-09-25, 3:38:00 , -6.0481, 492573208, -1232430910, 1.642534, -0.002492181, -0.01380918
2018-09-25, 3:38:01 , -6.0481, 492573208, -1232430910, 1.642664, -0.002511766, -0.01387895
2018-09-25, 3:38:01 , -6.0481, 492573238, -1232430938, 1.642664, -0.002511766, -0.01387895
2018-09-25, 3:38:01 , -5.9781, 492573238, -1232430938, 1.642664, -0.002511766, -0.01387895
2018-09-25, 3:38:01 , -5.9781, 492573238, -1232430938, 1.642707, -0.002314347, -0.01410736
2018-09-25, 3:38:01 , -5.9781, 492573235, -1232430929, 1.642707, -0.002314347, -0.01410736
