X (meters),Y (meters),Z (meters)
2065447.5314140748,733562.1030844954,5986993.465390741
2065448.9519225406,733562.8397999468,5986992.881152675
2065449.6011059103,733563.3801109992,5986992.5890334835
2065451.7440307667,733564.4509384965,5986991.712675273
2065453.1400843966,733565.256508272,5986991.128435938
2065453.789267122,733565.7968201038,5986990.8363161115
2065455.9566447197,733566.7987952208,5986989.959955998
2065457.352697412,733567.604365951,5986989.375715391
2065458.0018795114,733568.1446785404,5986989.083594929
2065460.1438229673,733569.2151607594,5986988.207615771
2065460.8174587644,733569.6866201039,5986987.915494885
2065462.1890561497,733570.5610458595,5986987.331252798
2065463.6096184072,733571.2977845307,5986986.747174089
2065465.0056124106,733572.103336937,5986986.162767357
2065466.4261172132,733572.8400559304,5986985.578524002
2065467.797770122,733573.7145033662,5986984.994444022
2065469.1938200498,733574.5200769786,5986984.410199818
2065470.6133451092,733575.2564491809,5986983.826338053
2065472.0093944203,733576.0620234142,5986983.242093006
2065473.4054434088,733576.8675979808,5986982.657847534
2065474.801492077,733577.673172882,5986982.073601639
2065475.4751259019,733578.144634465,5986981.7814785335
2065476.8711740584,733578.9502099123,5986981.197232002
2065479.0140906153,733580.0210452137,5986980.320861416
2065479.6632694062,733580.5613618079,5986980.0287376745
2065481.059316598,733581.3669382567,5986979.444489876
2065482.4543846105,733582.1721673853,5986978.860624517
2065483.8505023012,733582.9773638005,5986978.276212074
2065485.2708750851,733583.7144471646,5986977.691963005
2065486.6669210154,733584.520024901,5986977.107713513
2065488.062966625,733585.3256029715,5986976.5234635975
2065489.459011911,733586.1311813752,5986975.939213261
2065490.8795115734,733586.8679053457,5986975.354962499
2065492.275556243,733587.6734843703,5986974.770711315
2065493.6706217339,733588.4787160743,5986974.186842571
2065494.3197982723,733589.0190353964,5986973.89471661
2065496.4628374982,733590.0895152944,5986973.018338087
2065497.112013608,733590.6298351361,5986972.726211702
2065498.5080567747,733591.4354157547,5986972.141958613
2065500.6752935252,733592.4377627766,5986971.265578187
2065501.32446901,733592.9780833764,5986970.973451167
2065502.7206961652,733593.7833246571,5986970.389360607
2065504.11668118,733594.5888863583,5986969.804942028
2065505.5360708525,733595.3256261869,5986969.221069691
2065506.932112142,733596.1312087147,5986968.636814063
2065508.3282811458,733596.9364310771,5986968.052558012
2065509.72432179,733597.7420142716,5986967.468301537
2065511.1447460535,733598.4791230635,5986966.88420844
2065511.7938630355,733599.019425405,5986966.591916034
2065513.936896933,733600.0899103229,5986965.715529578
2065515.33293632,733600.8954948069,5986965.131271411
2065516.0064366937,733601.3673230296,5986964.839142169
2065518.1240352679,733602.506317118,5986963.963136679
2065518.7975352667,733602.9781457676,5986963.671007013
2065520.1937015348,733603.7833709636,5986963.086747365
2065521.589739443,733604.5889569944,5986962.502487293
2065522.985833922,733605.3945635651,5986961.918390598
2065524.3818711867,733606.2001502634,5986961.334129682
2065525.8023634967,733606.9368813641,5986960.749868341
2065527.198400144,733607.742468683,5986960.165606578
2065528.5934576169,733608.547708679,5986959.581727262
2065529.989493621,733609.3532966652,5986958.997464652
2065531.3855293028,733610.1588849853,5986958.41320162
2065532.8060201632,733610.8956174745,5986957.828938165
2065533.4307352111,733611.5048002129,5986957.536806277
2065534.8512255785,733612.2415332271,5986956.952542186
2065536.994124392,733613.3123852977,5986956.076145257
2065537.6432943135,733613.8527126295,5986955.784012736
2065539.0393281977,733614.6583028311,5986955.199747374
2065541.205645637,733615.6599318155,5986954.323567617
2065541.8548149322,733616.2002599046,5986954.031434461
2065543.2508478782,733617.0058510605,5986953.4471678315
2065544.646880501,733617.81144255,5986952.862900779
2065546.067368558,733618.5481777667,5986952.278633301
2065547.4634005642,733619.3537698771,5986951.694365403
2065548.1125688758,733619.8940991567,5986951.402231294
2065550.2554636109,733620.9649550986,5986950.5258283345
2065551.6505158013,733621.7702005521,5986949.941942043
2065552.2996834689,733622.310530611,5986949.6498072995
2065554.442576916,733623.3813877752,5986948.773402435
2065555.1162569777,733623.8528816517,5986948.481431066
2065556.5122868654,733624.6584759774,5986947.897160417
2065558.6551790608,733625.7293342933,5986947.020753648
2065559.304288781,733626.269645423,5986946.72845405
2065560.7247737383,733627.0063836542,5986946.144182131
2065562.8666858329,733628.0768954623,5986945.268156337
2065563.5158518201,733628.6172275564,5986944.976019901
2065564.9119366948,733629.422844044,5986944.391910508
2065566.3079074617,733630.2284204516,5986943.8074731
2065567.728390968,733630.9651600709,5986943.223199065
2065569.099961816,733631.8396146817,5986942.638924607
2065569.7735830138,733632.3110905905,5986942.346787218
2065571.9164711318,733633.3819527781,5986941.470374419
2065573.3124972084,733634.1875510142,5986940.886098691
2065573.9616615684,733634.7278850783,5986940.59396067
2065576.103569549,733635.798400828,5986939.717928847
2065577.5240510136,733636.5351424096,5986939.13365185
2065578.1487583756,733637.1443349082,5986938.841513192
2065579.5692393482,733637.881077015,5986938.257235561
2065580.9652636277,733638.6866771326,5986937.672957505
2065582.3857440355,733639.4234197666,5986937.088679028
2065583.7573112212,733640.2978783692,5986936.504400126
2065585.1777910392,733641.0346215777,5986935.920120801
2065586.5728352102,733641.8398753228,5986935.336223936
2065587.968857907,733642.6454770622,5986934.751943766
2065588.618020013,733643.1858138534,5986934.459803522
2065590.7853589437,733644.1878234448,5986933.583382154
2065591.4345206388,733644.728160734,5986933.291241487
2065592.830542182,733645.5337636879,5986932.706959835
2065594.9734232505,733646.6046325273,5986931.830536563
2065595.6470410058,733647.0761123361,5986931.5383952595
2065597.0430616096,733647.881716244,5986930.954112339
2065599.1605058135,733649.0210969513,5986930.078070048
2065599.8341230063,733649.4925774,5986929.7859281115
2065601.2301426441,733650.2981823089,5986929.2016439205
2065602.6506187983,733651.0349290589,5986928.617359306
2065604.0222378494,733651.9094133355,5986928.033238065
2065605.4427134127,733652.6461606596,5986927.448952606
2065606.0918728535,733653.1865006761,5986927.156809716
2065608.2347498443,733654.2573733871,5986926.280380415
2065609.629788733,733655.0626325895,5986925.696476573
2065610.3034045189,733655.5341146376,5986925.404333048
2065612.4462802573,733656.6049885,5986924.527901842
2065613.817968049,733657.4790946672,5986923.943613843
2065614.4914552232,733657.9509378725,5986923.651469685
2065616.6343296745,733659.0218129575,5986922.775036574
2065617.307944536,733659.4932960491,5986922.482891992
2065618.6796310784,733660.3674035919,5986921.898602512
2065620.0999754947,733661.1045144487,5986921.314312608
2065621.4950116475,733661.9097764859,5986920.7304051705
2065622.891026322,733662.7153865198,5986920.14611442
2065624.2870406748,733663.5209968874,5986919.561823248
2065625.7075119833,733664.2577483268,5986918.977531652
2065627.1035257187,733665.0633593152,5986918.393239632
2065627.7526818514,733665.6037033366,5986918.101093464
2065629.1486950521,733666.4093149188,5986917.51680081
2065631.3160223772,733667.4113348336,5986916.640361033
2065631.964199041,733667.9513319487,5986916.348597123
2065633.3602113018,733668.7569444852,5986915.764303199
2065635.5030799927,733669.8278249998,5986914.887861521
2065636.176692335,733670.2993109477,5986914.595714082
2065637.5727036558,733671.1049244382,5986914.011418889
2065638.968714655,733671.9105382623,5986913.427123272
2065640.364725331,733672.71615242,5986912.842827233
2065641.7607356869,733673.5217669118,5986912.2585307695
2065642.410017617,733674.0617531384,5986911.96638238
2065644.5519046395,733675.132288708,5986911.09031947
2065645.9722436434,733675.869404786,5986910.506021738
2065646.6213968976,733676.409752293,5986910.213872711
2065648.7644464562,733677.4802963634,5986909.337588799
2065650.1603980113,733678.285892602,5986908.753126002
2065650.8339372254,733678.7577615203,5986908.461140136
2065652.976800586,733679.8286470575,5986907.584690525
2065653.626080836,733680.3686353171,5986907.292540442
2065655.0211092925,733681.1739053125,5986906.708622855
2065657.163971365,733682.2447920719,5986905.832171339
2065657.8373958657,733682.7166216193,5986905.539856826
2065659.209072355,733683.5907400884,5986904.955555072
2065660.6295932077,733684.3275188667,5986904.371416691
2065662.0255420264,733685.1331179412,5986903.786950299
2065663.4215474175,733685.9387375572,5986903.202647275
2065664.817609382,733686.744377715,5986902.6185076265
2065666.2380152869,733687.4811171774,5986902.034039963
2065667.6330409006,733688.286390082,5986901.4501185715
2065668.2577327488,733688.8956022741,5986901.157966266
2065669.6781947613,733689.6323627569,5986900.573661341
2065671.8210523257,733690.7032537947,5986899.6972031575
2065672.4946598024,733691.1747452641,5986899.40505022
2065673.866204578,733692.0492282505,5986898.820744024
2065675.2866654347,733692.7859898345,5986898.236437404
2065676.682667768,733693.5916126202,5986897.6521303635
2065678.077690941,733694.3968880725,5986897.0682058
2065679.4736926297,733695.2025115251,5986896.483897911
2065680.8941523307,733695.9392742101,5986895.899589601
2065682.2901534028,733696.7448982837,5986895.315280866
2065683.6861541523,733697.550522691,5986894.730971709
2065685.0821545797,733698.3561474318,5986894.146662127
2065686.4781546872,733699.1617725067,5986893.562352124
2065687.1517601921,733699.6332662147,5986893.270196962
2065689.270153933,733700.7730236566,5986892.393730845
2065689.9427802241,733701.244170123,5986892.101958165
2065691.3387791782,733702.0497964121,5986891.5176466815
2065693.506088695,733703.0518321731,5986890.641178661
2065694.1307761166,733703.6610499901,5986890.3490224425
2065695.551232719,733704.3978156898,5986889.764709687
2065696.9472304098,733705.2034432663,5986889.180396509
2065698.343227779,733706.0090711765,5986888.59608291
2065699.7392248274,733706.8146994209,5986888.011768884
2065701.158644541,733707.551098344,5986887.427673548
2065702.5546409711,733708.3567272087,5986886.843358679
2065703.9506370802,733709.1623564074,5986886.259043384
2065704.5997814648,733709.702714651,5986885.966885579
2065706.7670871578,733710.7047538412,5986885.090411528
2065708.163082327,733711.5103839939,5986884.506094964
2065708.8122260838,733712.0507429948,5986884.2139365245
2065710.9550716996,733713.1216453005,5986883.33746057
2065711.6286739493,733713.5931426948,5986883.0453017065
2065712.999230181,733714.467288565,5986882.461366571
2065714.419682824,733715.204058093,5986881.877048103
2065715.8156761955,733716.009690127,5986881.292729214
2065717.236128274,733716.7464601822,5986880.7084099
2065718.607661974,733717.6209551967,5986880.124090163
2065720.0281134597,733718.3577258254,5986879.539770003
2065721.424105571,733719.1633591478,5986878.955449421
2065722.820097359,733719.9689928035,5986878.371128414
2065723.4692388626,733720.5093545321,5986878.078967753
2065725.6111011375,733721.5799134462,5986877.202868044
2065726.2847014158,733722.0514130795,5986876.91070696
2065727.6806920504,733722.8570479493,5986876.326384471
2065729.823531906,733723.9279556845,5986875.449899948
2065730.472672355,733724.4683186904,5986875.157738227
2065731.893121334,733725.2050917598,5986874.573414472
2065733.264651371,733726.0795907658,5986873.989090292
2065734.6850997587,733726.8163644094,5986873.404765689
2065736.080109656,733727.6216535637,5986872.820823574
2065737.5005574788,733728.358427734,5986872.236498126
2065738.8720861499,733729.2329282151,5986871.652172254
2065740.292533382,733729.9697029595,5986871.067845959
2065740.941672221,733730.5100679133,5986870.775682652
2065743.0845079976,733731.5809795195,5986869.899192098
2065744.4804948233,733732.3866183005,5986869.314864532
2065745.1540925826,733732.8581207898,5986869.022700592
2065747.2959482751,733733.9286858755,5986868.146591048
2065747.94508606,733734.4690521068,5986867.854426684
2065749.3410717307,733735.2746921012,5986867.270097638
2065750.7615736478,733736.0114892087,5986866.685931963
2065752.1575587017,733736.8171298238,5986866.101602071
2065753.5534865353,733737.6227505634,5986865.517107961
2065754.9495278439,733738.4284120557,5986864.932941018
2065756.3699148085,733739.1651698449,5986864.348446061
2065757.7414956996,733740.0396956229,5986863.764278268
2065759.1365003132,733740.8449902337,5986863.180329179
2065759.810096101,733741.3164949619,5986862.888163016
2065761.977385999,733742.3185481941,5986862.011663893
2065762.602061649,733742.9277809567,5986861.719497307
2065763.998043939,733743.7334244545,5986861.135163818
2065766.1653326284,733744.735478769,5986860.258662791
2065766.8144675326,733745.2758484851,5986859.96649557
2065768.2104488835,733746.081492937,5986859.382160811
2065770.352297531,733747.1520646736,5986858.5060407985
2065771.0258918486,733747.6235710629,5986858.213872943
2065772.4218722607,733748.4292164693,5986857.6295369165
2065773.817852351,733749.2348622094,5986857.045200466
2065775.2138321206,733750.0405082835,5986856.460863591
2065776.6342717286,733750.7772903978,5986855.876526292
2065777.258944843,733751.3865263766,5986855.584357484
2065779.4262297093,733752.3885841203,5986854.707850428
2065780.8222082155,733753.1942314818,5986854.12351186
2065781.4958011247,733753.6657394702,5986853.831342418
2065783.6131854365,733754.805179532,5986852.955216378
2065784.2867779701,733755.2766879471,5986852.663046514
2065785.6827553231,733756.0823365228,5986852.078706465
2065787.0787323546,733756.8879854323,5986851.494365993
2065788.4747090656,733757.6936346758,5986850.910025099
2065789.8951458698,733758.4304195174,5986850.325683781
2065791.2911219625,733759.2360693812,5986849.74134204
2065792.6870977324,733760.0417195786,5986849.156999876
2065794.0820943543,733760.8470224348,5986848.5730402125
2065795.4780694807,733761.6526732997,5986847.988697203
2065796.8985048344,733762.3894595294,5986847.4043537695
2065798.2700187676,733763.2639760297,5986846.820009912
2065798.9436093294,733763.7354866833,5986846.527837827
2065800.3395833024,733764.5411387624,5986845.9434933355
2065802.4824009414,733765.6120674735,5986845.066975803
2065803.131473385,733766.1524237114,5986844.774639288
2065804.5519070902,733766.8892115672,5986844.190293527
2065806.6937446506,733767.9597937533,5986843.314157019
2065807.3428733663,733768.500170959,5986843.021983664
2065808.7388454343,733769.3058249932,5986842.437636633
2065810.159277984,733770.0426139502,5986841.85328918
2065811.555249434,733770.8482686048,5986841.268941304
2065812.9512205627,733771.6539235932,5986840.684593003
2065813.6003482945,733772.1943019893,5986840.392418695
2065815.7676227638,733773.1963689737,5986839.515895133
2065817.1626141283,733774.00167724,5986838.931928494
2065817.8117412345,733774.5420563935,5986838.639753549
2065819.954553542,733775.6129901265,5986837.763228084
2065820.628141225,733776.0845040404,5986837.471052719
2065821.9996492283,733776.9590270034,5986836.8867016705
2065823.4200789738,733777.6958186874,5986836.302350195
2065824.8160473653,733778.5014765116,5986835.717998298
2065826.2364765457,733779.2382687229,5986835.13364598
2065827.6079831824,733780.1127931607,5986834.549293236
2065829.02743295,733780.849238269,5986833.965323001
2065830.423400081,733781.6548973812,5986833.380969413
2065831.8193668902,733782.4605568274,5986832.796615399
2065833.2153333772,733783.2662166068,5986832.212260964
2065834.6112995415,733784.0718767197,5986831.6279061055
2065835.2848852521,733784.5433928719,5986831.335728517
2065836.6808509077,733785.3490535321,5986830.751373025
2065838.8236574533,733786.4199926943,5986829.874838991
2065839.4727812505,733786.9603758524,5986829.582660768
2065840.892228511,733787.6968234002,5986828.998686939
2065843.0107004468,733788.8362696625,5986828.122151001
2065843.6841569764,733789.3081476295,5986827.829972143
2065845.0801207265,733790.1138102445,5986827.245614111
2065846.5005456526,733790.8506065714,5986826.661255655
2065847.8721753317,733791.7247759174,5986826.076896777
2065849.2924715956,733792.4619333765,5986825.492537474
2065849.9415937841,733793.0023184832,5986825.200357666
2065852.0834174328,733794.0729138386,5986824.324200539
2065853.4795073483,733794.878217849,5986823.739839966
2065854.1529624686,733795.3500974169,5986823.447659522
2065856.295763684,733796.4210416013,5986822.571117555
2065856.9449417172,733796.9614481962,5986822.2791004805
2065858.3408455069,733797.7670937692,5986821.6945746355
2065860.508107197,733798.7691720874,5986820.818030762
2065861.1572846046,733799.3095794399,5986820.526013054
2065862.5288537212,733800.1837325635,5986819.941485939
2065863.9481680663,733800.9205453605,5986819.3575051315
2065865.3686459332,733801.6573657265,5986818.773304758
2065866.7402709336,733802.5315401555,5986818.188940167
2065868.136229398,733803.3372082287,5986817.604575153
2065869.5565214052,733804.0743698067,5986817.020209715
2065870.9526073253,733804.8796779382,5986816.435843854
2065871.601726204,733805.4200670489,5986816.143660765
2065872.9976835148,733806.2257363362,5986815.5592942685
2065875.1637771842,733807.227811115,5986814.682962879
2065875.8128954377,733807.7682009834,5986814.390779155
2065877.2089798832,733808.5735106617,5986813.80641139
2065879.3517740504,733809.6444614979,5986812.92985895
2065880.0252257257,733810.1163449702,5986812.6376745915
2065881.4211811575,733810.922016166,5986812.053305556
2065882.7928021476,733811.7961949637,5986811.4689361
2065884.2132191292,733812.5329989941,5986810.8845662195
2065885.6091735964,733813.338671191,5986810.300195915
2065886.2573114038,733813.8787153477,5986810.0083935475
2065888.400102744,733814.9496689038,5986809.1318369815
2065889.8205185714,733815.6864740356,5986808.547465407
2065890.4696345706,733816.2268666312,5986808.255279462
2065892.6124246588,733817.2978213382,5986807.378720991
2065894.00837722,733818.1034954902,5986806.794348149
2065894.6819549971,733818.5750206368,5986806.502161568
2065896.824800735,733819.645996707,5986805.6257649865
2065897.4728799616,733820.1860226862,5986805.333797135
2065898.8688313684,733820.9916980518,5986804.74942281
2065900.2892449822,733821.7285053367,5986804.165048065
2065901.6607332183,733822.6030497851,5986803.580672896
2065903.0811462416,733823.3398576443,5986802.996297302
2065904.477096387,733824.1455342979,5986802.411921284
2065905.8973807674,733824.882703252,5986801.827544846
2065907.2690526152,733825.7569088185,5986801.243331775
2065907.9426286088,733826.2284359907,5986800.951143185
2065910.0844345517,733827.2990480376,5986800.074959728
2065911.480383115,733828.1047263131,5986799.490581595
2065912.129495805,733828.645122913,5986799.198392371
2065913.5254438312,733829.4508017818,5986798.614013605
2065915.692689689,733830.4528942123,5986797.737444661
2065916.341801755,733830.9932915705,5986797.445254801
2065917.7377488418,733831.7989713936,5986796.860874765
2065919.1336956066,733832.6046515504,5986796.276494305
2065920.5531261512,733833.3411152669,5986795.6924963705
2065921.9246093577,733834.2156651815,5986795.108115065
2065923.3450181247,733834.9524771553,5986794.5237333365
2065924.7409636287,733835.7581586001,5986793.939351184
2065926.1613718302,733836.4949711008,5986793.354968609
2065926.7860192475,733837.1042397057,5986793.0627771625
2065928.9532612816,733838.1063355653,5986792.186202189
2065930.3492055254,733838.9120182982,5986791.601818344
2065930.9983153362,733839.4524183834,5986791.309626263
2065933.140114232,733840.5230370802,5986790.433432337
2065933.789223615,733841.0634376853,5986790.141239834
2065935.2096298737,733841.8002520993,5986789.556854508
2065936.6055726402,733842.6059363793,5986788.972468757
2065938.001515085,733843.4116209933,5986788.388082587
2065939.3974572083,733844.2173059409,5986787.803695992
2065940.8178623102,733844.9541214558,5986787.219308971
2065942.189340488,733845.828676837,5986786.634921531
2065943.6087661898,733846.5651452416,5986786.050916621
2065944.257873961,733847.105547794,5986785.75872253
2065946.400647591,733848.176518046,5986784.882139621
2065947.7965878116,733848.9822049496,5986784.297750488
2065948.470158391,733849.4537382602,5986784.005555762
2065949.866098099,733850.2594257097,5986783.4211659925
2065952.0088700468,733851.3303975203,5986782.544580545
2065952.6579196455,733851.870781397,5986782.2522213925
2065954.078321944,733852.6075996393,5986781.667830354
2065955.4733384843,733853.412960904,5986781.08398564
2065956.869219706,733854.2186297623,5986780.499429965
2065958.2651575087,733855.024319167,5986779.915037656
2065959.6855586513,733855.7611385102,5986779.330644925
2065961.0814958382,733856.566828536,5986778.74625177
2065962.4774327015,733857.3725188948,5986778.161858193
2065963.126537594,733857.9129249324,5986777.869661247
2065965.2937692297,733858.9150300316,5986776.993069769
2065966.6642625525,733859.7892442878,5986776.409057882
2065967.337830612,733860.2607804539,5986776.1168603
2065969.480597229,733861.3317572864,5986775.240266919
2065970.1297010663,733861.872164601,5986774.948068915
2065971.5256927137,733862.677877388,5986774.363836379
2065972.9215702312,733863.4835500822,5986773.779275835
2065974.341968277,733864.2203724404,5986773.19487866
2065975.7379589856,733865.0260861819,5986772.6106448565
2065977.133835564,733865.8317598305,5986772.026083044
2065978.5287899177,733866.6371063392,5986771.442067562
2065979.9492437087,733867.3739500106,5986770.857832487
2065980.5982890322,733867.9143390602,5986770.565469102
2065982.741108474,733868.9853399766,5986769.689033484
2065984.1370403736,733869.79103546,5986769.104633348
2065984.8106061022,733870.2625742692,5986768.812433121
2065986.1820733203,733871.137141579,5986768.2280323515
2065988.3492983496,733872.139252562,5986767.351430401
2065988.9983424025,733872.679643148,5986767.059065746
2065990.3932940185,733873.4849924906,5986766.475046671
2065991.7892241217,733874.290689856,5986765.890644206
2065993.1851539013,733875.0963875542,5986765.3062413195
2065994.605547691,733875.8332140272,5986764.72183801
2065996.0014768539,733876.6389123462,5986764.137434277
2065997.3974056942,733877.4446109988,5986763.55303012
2065998.7933342126,733878.2503099851,5986762.968625541
2065999.4668979691,733878.7218510329,5986762.676423093
2066001.5842114787,733879.8613612697,5986761.800198079
2066003.0046035212,733880.5981894179,5986761.215792231
2066003.6537022244,733881.1386029443,5986760.923589148
2066005.7964577153,733882.2095903002,5986760.046979264
2066006.4455559899,733882.7500043465,5986759.754775759
2066007.8659469741,733883.4868335461,5986759.170368428
2066010.008701211,733884.5578220523,5986758.2937566405
2066010.6577988593,733885.0982368562,5986758.0015525
2066012.0537243187,733885.9039390116,5986757.417143901
2066013.473135343,733886.640421623,5986756.8331178455
2066014.8690601855,733887.4461243988,5986756.2487084
2066016.2649847064,733888.2518275088,5986755.664298532
2066017.6609089056,733889.0575309524,5986755.079888239
2066019.0812975785,733889.7943623543,5986754.4954775255
2066020.4772211597,733890.6000664182,5986753.911066388
2066021.1018523572,733891.2093556134,5986753.618860659
2066023.269124261,733892.2114957611,5986752.742406633
2066024.664011168,733893.0168329217,5986752.158213404
2066025.3375714817,733893.4883778689,5986751.866007041
2066026.7090286415,733894.3629561112,5986751.281594
2066028.1294722762,733895.0998096401,5986750.697344325
2066029.525393738,733895.9055159191,5986750.112930438
2066030.9213148789,733896.7112225321,5986749.528516126
2066032.317235696,733897.5169294783,5986748.94410139
2066033.7376212701,733898.2537638943,5986748.359686233
2066035.1335414697,733899.0594714612,5986747.775270652
2066036.5041455042,733899.933344036,5986747.191237619
2066037.9244021024,733900.6705399045,5986746.606821192
2066039.3203213366,733901.4762484722,5986746.022404341
2066039.9938796784,733901.947795658,5986745.730195756
2066042.1122869293,733903.087306016,5986744.853569372
2066042.7857168054,733903.5592142207,5986744.561360365
2066044.1816348885,733904.3649240034,5986743.976942032
2066046.3243779973,733905.4359230321,5986743.10031374
2066046.9735981731,733905.9759839742,5986742.808104098
2066048.3928737566,733906.7128343058,5986742.224067472
2066049.7887905755,733907.5185453753,5986741.6396474475
2066051.184707073,733908.3242567786,5986741.055227001
2066052.5807513397,733909.1296079216,5986740.470806131
2066053.9766671928,733909.9353199915,5986739.886384837
2066055.3969201248,733910.6725194043,5986739.30196312
2066056.7684979334,733911.5467451328,5986738.717540979
2066057.4419258377,733912.0186555793,5986738.425329752
2066059.5838141588,733913.0889501903,5986737.549078408
2066061.0040659346,733913.8261507052,5986736.964655
2066061.6288182626,733914.4350881451,5986736.672443135
2066063.049069545,733915.172289185,5986736.08801909
2066064.4451110763,733915.9776431614,5986735.503594625
2066065.8410241927,733916.7833580672,5986734.919169733
2066067.2369369862,733917.5890733062,5986734.334744419
2066068.6571302062,733918.3262552338,5986733.750154892
2066070.0532273834,733919.1316307116,5986733.165892524
2066071.4481604397,733919.9369992118,5986732.581848919
2066072.844015066,733920.7426955242,5986731.997258122
2066074.2642640362,733921.4798987682,5986731.412830693
2066075.6601749528,733922.285615917,5986730.82840284
2066076.3093906427,733922.8256822868,5986730.536188755
2066078.4521239118,733923.8966906153,5986729.659545866
2066079.1255489336,733924.3686043249,5986729.367331357
2066080.4971208142,733925.2428365113,5986728.782902024
2066082.6633400086,733926.244623873,5986727.906640211
2066083.3124265498,733926.7850521184,5986727.614425069
2066084.708335346,733927.5907714813,5986727.029994467
2066086.1042438194,733928.3964911773,5986726.44556344
2066087.5001519716,733929.2022112071,5986725.861131991
2066088.9205259387,733929.9390568684,5986725.276700119
2066090.3164334733,733930.7447775189,5986724.692267822
2066091.7123406853,733931.5504985031,5986724.107835103
2066093.1083044836,733932.3562400361,5986723.523565752
2066093.7808768316,733932.8274476907,5986723.231732007
2066095.9236047699,733933.8984610409,5986722.355081185
2066097.3195107207,733934.7041833127,5986721.770646773
2066097.9685950077,733935.2446142853,5986721.478429409
2066100.1357310947,733936.2467335655,5986720.601612889
2066100.7603486083,733936.8560401348,5986720.309395103
2066102.1807197696,733937.5928885225,5986719.72495921
2066103.576624245,733938.3986123422,5986719.1405228935
2066104.995887947,733939.1354741636,5986718.556469142
2066106.3674534352,733940.0097132868,5986717.97203198
2066107.7878234398,733940.746562775,5986717.387594394
2066109.1837835617,733941.5523080977,5986716.803320178
2066110.5796864543,733942.358033539,5986716.218881747
2066111.9755890241,733943.1637593138,5986715.634442893
2066113.3714912725,733943.9694854221,5986715.050003614
2066114.7918598268,733944.706336299,5986714.465563914
2066115.4164748034,733945.3156460836,5986714.173343904
2066116.8358640703,733946.0521497882,5986713.589286558
2066118.9785849608,733947.1231697906,5986712.712625262
2066119.6521326615,733947.5947290392,5986712.420404618
2066121.0235663888,733948.4693327567,5986711.835963014
2066122.4439332942,733949.2061852593,5986711.251520987
2066123.8398331276,733950.0119138696,5986710.667078534
2066125.2357326383,733950.8176428134,5986710.08263566
2066126.6316318277,733951.623372091,5986709.4981923625
2066128.026551902,733952.4287540049,5986708.914131632
2066129.4469173562,733953.1656078952,5986708.329687489
2066130.0959967242,733953.7060448198,5986708.0374652585
2066132.2387135352,733954.7770686927,5986707.160797932
2066133.6346111412,733955.5827995917,5986706.576352519
2066134.3081568698,733956.0543610791,5986706.284129653
2066136.4264053872,733957.1942623906,5986705.407460424
2066137.0999507403,733957.6658243045,5986705.1152371345
2066138.4958471926,733958.4715564175,5986704.5307902405
2066139.9152316432,733959.2080647633,5986703.946725917
2066141.2866603406,733960.0826739466,5986703.3622781765
2066142.7069660816,733960.8195103481,5986702.777666222
2066144.1028612724,733961.6252437489,5986702.193217634
2066145.4987561426,733962.4309774839,5986701.608768624
2066146.8946506896,733963.236711552,5986701.024319192
2066148.3150121826,733963.9735692703,5986700.439869335
2066148.9641455803,733964.5140298959,5986700.14780804
2066151.10582093,733965.5846912826,5986699.27135135
2066151.7548969884,733966.1251322115,5986698.97912584
2066153.1752574253,733966.8619909819,5986698.394674502
2066155.3179672216,733967.9330214345,5986697.517996704
2066155.967042654,733968.4734631206,5986697.225770559
2066157.3629347857,733969.2791996904,5986696.641317952
2066159.5056432951,733970.350231366,5986695.764638248
2066160.179185582,733970.821796753,5986695.472411469
2066161.55060925,733971.6964114025,5986694.887957593
2066162.969988855,733972.4329244352,5986694.3038862925
2066164.3658794034,733973.2386626265,5986693.719431568
2066165.7617696298,733974.0444011515,5986693.134976422
2066166.4108434354,733974.5848448076,5986692.842748693
2066168.578016773,733975.5870018435,5986691.966064864
2066169.9739060597,733976.3927413226,5986691.381608448
2066170.622979239,733976.9331857363,5986691.089380084
2066172.7656836694,733978.0042212826,5986690.212694349
2066173.4392810804,733978.4758089108,5986689.920629349
2066174.8341904248,733979.2812019034,5986689.336554454
2066176.2300782376,733980.0869429307,5986688.752096135
2066177.6259657268,733980.8926842911,5986688.167637392
2066179.021852894,733981.6984259852,5986687.583178227
2066180.4177397394,733982.5041680129,5986686.998718639
2066181.8136262621,733983.3099103739,5986686.414258626
2066183.2339804014,733984.0467752215,5986685.829798193
2066184.6298663078,733984.8525182034,5986685.245337334
2066185.278937232,733985.3929653439,5986684.953106746
2066187.4206583668,733986.4636574668,5986684.076797351
2066188.094196897,733986.9352271177,5986683.784566341
2066189.4900816511,733987.7409713143,5986683.200104001
2066191.6328372292,733988.8120325054,5986682.323573488
2066192.281907099,733989.3524809233,5986682.031341842
2066193.7022021145,733990.089327707,5986681.446714443
2066195.0981425152,733990.8950934074,5986680.862414202
2066196.4940256837,733991.7008392249,5986680.277949748
2066197.9133410533,733992.4373391205,5986679.693704085
2066199.3092805147,733993.2431057751,5986679.109402573
2066200.6806944727,733994.1177309764,5986678.524936849
2066202.1009877417,733994.8545794351,5986677.940306912
2066202.7500560018,733995.395029801,5986677.64807368
2066204.170405715,733996.1318989546,5986677.063606898
2066206.2886315333,733997.2718227525,5986676.186905932
2066206.9621675436,733997.7433952591,5986675.894672064
